occurence_timestamp,text_content,cleaned_text,sentiment,time_bin_30s
489,nt ae ,nice try ae,positive,480
490,nt ,nice try,positive,480
490,DIBAYAR ,dibayar,positive,480
490,nt ,nice try,positive,480
490,lah uranus ,lah uranus,negative,480
490,nt ,nice try,positive,480
490,EMANG GOBLOK TIM INDO KALO D GAME PENNENTU  ,memang bodoh tim indo kalau d game pennentu,negative,480
490,SUREN AJA LAH AE ,suren saja lah ae,negative,480
490,nt ae ,nice try ae,positive,480
490,URANUS BADAN MALAH JUNG ,uranus badan malah jung,negative,480
490,Hyper uranus kocak2 ,hyper uranus kocak2,positive,480
490,wkwk ,haha,positive,480
490,draf taek ,draf taek,negative,480
490,UDAH BAGUS TDI DRAFT NYA MALAH AMBURADUL LAGII ,sudah bagus tdi draft nya malah amburadul lagii,negative,480
491,jung uranuss apaan sihh ini .wkwkwkwkw .saat genting ini ,jung uranuss apaan sihh ini wkwkwkwkw saat genting ini,negative,480
491,draft pick becanda gtu  ,draft pick becanda gtu,negative,480
491,udah jauh gini co pick ranus ,sudah jauh gini co pick ranus,negative,480
491,goblok AE ,bodoh ae,negative,480
491,klhh aee ,klhh aee,negative,480
491,DRAFT KOCAK ,draft kocak,positive,480
491,draftnya gajee ,draftnya gajee,negative,480
491,DAHLAH MALES ,dahlah males,negative,480
491,waduh ,waduh,negative,480
491,lawak ae ,lawak ae,negative,480
491,yakin bisa let gem ,yakin bisa let gem,positive,480
491,ngapain hyper uranus jirrr ,ngapain hyper uranus jirrr,negative,480
491,AE NT AJA ,ae nice try saja,positive,480
492,nt udh ,nice try sudah,positive,480
492,Akai ,akai,neutral,480
492,nt ,nice try,positive,480
492,ini sapa yang bikin draft kocak ,ini sapa yang bikin draft kocak,negative,480
492,Kocak ,kocak,positive,480
492,what uranus jungle ,what uranus jungle,neutral,480
492,draf lebih parah dari onic ini namanya ,draf lebih ekstrem dari onic ini namanya,negative,480
492,barat ada ,barat ada,neutral,480
493,NT ya guyss ,nice try ya guyss,positive,480
493,gada damage ,gada damage,negative,480
493,berisik kingdom kalo gk lolos playoff diem aja ,berisik kingdom kalau tidak lolos playoff diem saja,negative,480
493,#PULUNGOUT ,pulungout,positive,480
493,pulang lh ae ,pulang lh ae,negative,480
493,mari pulang marilah pulang bersama onic ,mari pulang marilah pulang bersama onic,neutral,480
493,uranus buat apa?damage gaada ,uranus untuk apadamage gaada,negative,480
493,gausah ditonton juga bakal tau kalo ini kalah ,gausah ditonton juga bakal tau kalau ini kalah,negative,480
493,NT² KALAH EARLY ,nice try kalah early,positive,480
493,wah kalah cok ,wah kalah cok,negative,480
494,"FILIPINA NIH BOS, BUKAN KALENG SARDEN, BUKAN INDOBOT ",filipina ini bos bukan kaleng sarden bukan indobot,negative,480
494,aduuh cokk ,aduuh cokk,negative,480
494,draft ngawur ,draft ngawur,negative,480
494,nt ,nice try,positive,480
494,FINAL LIQUID VS AURORA ,final liquid vs aurora,neutral,480
494,ONIC KAPAN MAIN? ,onic kapan main,neutral,480
494,nt ,nice try,positive,480
494,nt Uranus ,nice try uranus,positive,480
494,heeyyy kalo judi jgn terang2an lah ,heeyyy kalau judi jangan terang2an lah,negative,480
494,nt ini mah ,nice try ini mah,positive,480
494,Uranus hyper? ,uranus hyper,negative,480
494,AE GADA DEMEGE WOIIII  ,ae gada demege woiiii,negative,480
494,ah udah pulang ,ah sudah pulang,neutral,480
495,ngide draft ,ngide draft,negative,480
495,draft pick becanda gtu  ,draft pick becanda gtu,negative,480
495,AE MENANG YA ALLAH YA ALLAH!!!! ,ae menang ya allah ya allah,positive,480
495,apalah ,apalah,negative,480
495,NT dah g ada damage ,nice try dah tidak ada damage,negative,480
495,Ga ada harapan Ae ,tidak ada harapan ae,negative,480
495,xepher lawak njing ,xepher lawak njing,positive,480
495,late game aee menang ,late game aee menang,negative,480
495,memalukan ,memalukan,negative,480
495,apalah sakit mata liat draf indo ,apalah sakit mata liat draf indo,negative,480
495,HUJAT XEPER ,hujat xeper,negative,480
495,sayonara ,sayonara,positive,480
495,xepher bercanda ,xepher bercanda,negative,480
495,wkwkwkwk ,haha,positive,480
496,kenapa gc haya ,kenapa gc haya,negative,480
496,apalah Uranus jungle ,apalah uranus jungle,negative,480
496,nt ,nice try,positive,480
496,sound Track TAMANTLAH SUDAH ,sound track tamantlah sudah,positive,480
496,Uranus berak ,uranus berak,negative,480
496,goblok banget anj drafnya ,bodoh banget astaga drafnya,negative,480
496,nt nt nt nt ,nice try nice try nice try nice try,positive,480
496,nt ,nice try,positive,480
496,apalah uranus jung ,apalah uranus jung,negative,480
496,kocak ,kocak,positive,480
497,kesempatan tinggal 1 ada2 bae ini hmmm ,kesempatan tinggal 1 ada2 bae ini hmmm,negative,480
497,NT NT ,nice try nice try,positive,480
497,uranus bah ,uranus bah,negative,480
497,NT² KALAH EARLY ,nice try kalah early,positive,480
497,emg niat kalah apa gmn ini ae ,memang niat kalah apa bagaimana ini ae,negative,480
497,kocak ,kocak,positive,480
497,ae kocak ,ae kocak,positive,480
497,ONIC JEMBOD ,onic jembod,negative,480
497,kalah sudah ,kalah sudah,negative,480
497,LATE GAME COYYY ,late game coyyy,negative,480
497,uranus jung??? ,uranus jung,neutral,480
498,nt nt ,nice try nice try,positive,480
498,anehhh wkwkwk ,anehhh haha,negative,480
498,draf nya aduhh ,draf nya aduhh,negative,480
498,kagak jadi susah turtle kurang demage ,kagak jadi susah turtle kurang demage,negative,480
498,nt dah ,nice try dah,positive,480
499,Kalah ini mah ,kalah ini mah,negative,480
499,KENAPA GA NANA JUNGLER ,kenapa tidak nana jungler,neutral,480
499,gaada damage ,gaada damage,negative,480
499,aulus masih masuk akal ,aulus masih masuk akal,positive,480
499,salah nafari ,salah nafari,negative,480
499,nt ae ,nice try ae,positive,480
499,"UDAH GUA KATA INI LIGA SIRKUS, PLAYER GAK BISA DISALAHIN, BIAR COACH YANG JADI KAMBING HITAM ",sudah saya kata ini liga sirkus player tidak bisa disalahin biar coach yang jadi kambing hitam,negative,480
499,AE kalah ,ae kalah,negative,480
499,Nt ,nice try,positive,480
499,lah kenapa drafnya gitu dah AE ,lah kenapa drafnya gitu dah ae,negative,480
499,draft pick becanda gtu  ,draft pick becanda gtu,negative,480
500,nt ,nice try,positive,480
500,ga abis pikir game terakhir jungler nya uranus hadehhhh ,tidak abis pikir game terakhir jungler nya uranus hadehhhh,negative,480
500,Ae pulang ,ae pulang,negative,480
500,wkwk ,haha,positive,480
500,ae aelahh ,ae aelahh,negative,480
500,nt ,nice try,positive,480
500,UDAH AE UDAH SUREND AJA ,sudah ae sudah surend saja,neutral,480
500,bye ae ,bye ae,positive,480
500,kocakkkk ,kocakkkk,positive,480
500,nt AE ,nice try ae,positive,480
501,pulang AE pulang ,pulang ae pulang,negative,480
501,NT ,nice try,positive,480
501,Piye to kihh pick e loh ,piye to kihh pick e loh,negative,480
501,udahh jelas Claude lama jadinya ,udahh jelas claude lama jadinya,negative,480
501,nt laaah ,nice try laaah,positive,480
501,AE panik2 ,ae panik2,negative,480
501,draf penentuan ko maksa ,draf penentuan ko maksa,negative,480
501,NT ,nice try,positive,480
501,nt ae ,nice try ae,positive,480
501,HAH???? JUNGLER URANUS??? ,hah jungler uranus,negative,480
501,"hyper uranus, real darksystem ",hyper uranus real darksystem,neutral,480
501,"WHY SO QUIET, INDOS? ",why so quiet indos,negative,480
502,"FILIPINA NIH BOS, BUKAN KALENG SARDEN, BUKAN INDOBOT ",filipina ini bos bukan kaleng sarden bukan indobot,negative,480
502,kenapa uranus jungler yaampunn ,kenapa uranus jungler yaampunn,negative,480
502,wkwkwkwk malah lawak asw ,haha malah lawak asw,negative,480
502,nt udah ,nice try sudah,positive,480
502,masih ada alpa padahal ,masih ada alpa padahal,negative,480
502,penentu game malah kcoak ,penentu game malah kcoak,negative,480
502,NT² KALAH EARLY ,nice try kalah early,positive,480
502,sanford kasih yuzong ,sanford kasih yuzong,neutral,480
502,draft aoa ini co ,draft aoa ini co,neutral,480
502,nt ,nice try,positive,480
502,GADA DAMAGE ,gada damage,negative,480
502,nt nt ,nice try nice try,positive,480
502,DAHLAAH ,dahlaah,negative,480
502,URANUS ?????? ,uranus,neutral,480
503,kalah kalah ,kalah kalah,negative,480
503,knpa si ae pas penentuan malah uranus jungler ,knpa si ae pas penentuan malah uranus jungler,negative,480
503,nt ,nice try,positive,480
503,sllu di waktu krusial pemilihan hero nya gk jelas ,sllu di waktu krusial pemilihan hero nya tidak jelas,negative,480
503,AE TROLL ,ae troll,negative,480
503,ae ae ,ae ae,neutral,480
503,KENAPA GA ALICE JUNGLERRRRRRRRRR ,kenapa tidak alice junglerrrrrrrrrr,positive,480
503,RRQ CHAMPION M7...GO GO RRQ....YANG LAEN SUNGKEM DULU.... ,rrq champion m7go go rrqyang laen sungkem dulu,neutral,480
503,NT LAHH OKKK ,nice try lahh okkk,positive,480
503,pasrah ,pasrah,positive,480
503,waduh coach xepher ga respect ban ,waduh coach xepher tidak respect ban,negative,480
503,ngk jls ae ,ngk jls ae,negative,480
503,oon njir draf pick nya ,oon njir draf pick nya,negative,480
503,lucu amat dah ,lucu amat dah,positive,480
503,xepher mikir apa jungler ko uranus ,xepher mikir apa jungler ko uranus,negative,480
504,nt ,nice try,positive,480
504,alis anjela ,alis anjela,negative,480
504,ya allah plis bntu AE ,ya allah tolong bntu ae,negative,480
504,NT\ ,nice try,positive,480
504,wkwkwk ,haha,positive,480
504,draft apaaan ,draft apaaan,negative,480
504,ko Uranus wkwkwk ,ko uranus haha,negative,480
504,nt ,nice try,positive,480
504,draft apaan ini AE ,draft apaan ini ae,negative,480
504,nt ,nice try,positive,480
505,ntntntntn ,ntntntntn,positive,480
505,salah pick nih ,salah pick ini,negative,480
505,over draft kocak ,over draft kocak,positive,480
505,BERAT HILDA DI SINI ,berat hilda di sini,positive,480
505,UCIHAAA XEPHERRR ,ucihaaa xepherrr,positive,480
505,nt ,nice try,positive,480
505,WEE CYPLOPS ITU ENAK ,wee cyplops itu enak,positive,480
505,nt ae ,nice try ae,positive,480
506,trol kah? ,trol kah,negative,480
506,dratf lawak ,dratf lawak,positive,480
506,nt ,nice try,positive,480
506,blunder di draf cok ,blunder di draf cok,negative,480
506,ini draf macam apa ,ini draf macam apa,negative,480
506,belum juga liat hasilnya udah bilang AE kalah ,belum juga liat hasilnya sudah bilang ae kalah,negative,480
506,"autopick mungkin, wkwk ",autopick mungkin haha,neutral,480
506,"FILIPINA NIH BOS, BUKAN KALENG SARDEN, BUKAN INDOBOT ",filipina ini bos bukan kaleng sarden bukan indobot,negative,480
506,NT ,nice try,positive,480
506,udh pasti kalah udh jan berharap lagi ,sudah pasti kalah sudah jan berharap lagi,negative,480
506,pea anjj draft nya uranus nya hyper ,pea anjj draft nya uranus nya hyper,negative,480
506,ya allah tolong ae berikan kekuatan ya allah ,ya allah tolong ae berikan kekuatan ya allah,positive,480
506,"dah ku bilang pkek martis, enak banget hajar yve ",dah ku bilang pkek martis enak banget hajar yve,positive,480
506,mending alphaa ,mending alphaa,negative,480
507,draft ego xepher ,draft ego xepher,neutral,480
507,"ga usah ditonton, dah pasti kalah ",tidak usah ditonton dah pasti kalah,negative,480
507,gk usah ditonton ae pulang ini ,tidak usah ditonton ae pulang ini,negative,480
507,nt ,nice try,positive,480
507,nt ges nt ,nice try ges nice try,positive,480
507,gak ad harapan tu ,tidak ad harapan itu,negative,480
507,bt ,untuk,neutral,480
507,NT ,nice try,positive,480
507,lawak ,lawak,positive,480
507,draft gaada damage ,draft gaada damage,negative,480
508,"langsung saja, AE pulang ",langsung saja ae pulang,neutral,480
508,"draft coba2 dipakai di game terakhir, kocak ",draft coba2 dipakai di game terakhir kocak,positive,480
508,Nt ,nice try,positive,480
508,troll coach nya ,troll coach nya,negative,480
508,Blunder parah sih ,blunder ekstrem sih,negative,480
508,bau bau nt ,bau bau nice try,positive,480
508,bye ae ,bye ae,positive,480
508,nt ae ,nice try ae,positive,480
508,jungle Uranus ,jungle uranus,neutral,480
508,nt ,nice try,positive,480
508,kocak ,kocak,positive,480
508,URANUS ANJG ,uranus astaga,negative,480
508,NT URANUS ,nice try uranus,positive,480
508,gajelas ,gajelas,negative,480
508,yuk kemas kemas ,ayo kemas kemas,neutral,480
509,nt hahahahaha ngepick hero epik ,nice try hahahahaha ngepick hero epik,positive,480
509,draft ngidee lawakkk ,draft ngidee lawakkk,positive,480
509,NT ,nice try,positive,480
509,KENAPA JUNGLERNYA ANUS IH ,kenapa junglernya anus ih,negative,480
509,draft pick becanda gtu  ,draft pick becanda gtu,negative,480
509,mending ngerank ,mending ngerank,negative,480
509,hadehh ,hadehh,negative,480
509,FIX AE KALAH ,fix ae kalah,negative,480
509,Trol ,trol,negative,480
509,kaga ada hero cc exp knp Cici dah ,kaga ada hero crowd control exp kenapa cici dah,negative,480
509,nt ae ,nice try ae,positive,480
510,nt ,nice try,positive,510
510,ntnt ,ntnt,positive,510
510,NT NT susahhh dh ,nice try nice try susahhh dh,negative,510
510,plenger final bos ,plenger final bos,negative,510
510,nt ae ,nice try ae,positive,510
510,pulang pulang ,pulang pulang,positive,510
510,kok uranuus bang sepeeeer.... ,kok uranuus bang sepeeeer,negative,510
510,nt ,nice try,positive,510
510,nt ,nice try,positive,510
510,ahh AE dibayar buat kalah gam 5 ,ahh ae dibayar untuk kalah gam 5,negative,510
510,report m7 ,report m7,neutral,510
510,sengaja kalah kahh?? ,sengaja kalah kahh,negative,510
510,emang tidak boleh jadi juarA... niindo ,memang tidak boleh jadi juara niindo,negative,510
510,lose ae ,lose ae,negative,510
510,Sanford pake yz anjjjj ,sanford pake yz anjjjj,neutral,510
511,nt ,nice try,positive,510
511,lemes ,lemes,negative,510
511,NT BENERAN DAH NI AE.. ,nice try beneran dah ini ae,positive,510
511,raja terakhir ,raja terakhir,positive,510
511,nt ,nice try,positive,510
511,kenapa draf nya seperti draf RRQ di game penentuan ,kenapa draf nya seperti draf rrq di game penentuan,negative,510
511,nt ae ,nice try ae,positive,510
511,nt ,nice try,positive,510
511,nt ,nice try,positive,510
511,ae pulang ,ae pulang,negative,510
511,"BISMILLAH YA ALLAH, GAPERNAH NGE JUDGE TIM YG KALAH TP SEMOGA KALI INI MENANG ",semoga ya allah gapernah nge judge tim yang kalah tapi semoga kali ini menang,positive,510
511,gaje ,gaje,negative,510
511,ini ae kalau kalah pulang apa lawan srg ? ,ini ae kalau kalah pulang apa lawan srg,negative,510
511,NT bro ,nice try bro,positive,510
511,nt ,nice try,positive,510
511,ya allah tolong ae berikan kekuatan ya allah ,ya allah tolong ae berikan kekuatan ya allah,positive,510
511,SAYONARA AE ,sayonara ae,negative,510
512,Gak ada demage ini lol ,tidak ada demage ini haha,negative,510
512,WOOOIIII DITINGGAL BENTAR TIBA TIBA URANUS JUNGLER APA APAAN ,woooiiii ditinggal bentar tiba tiba uranus jungler apa apaan,negative,510
512,Cair nih cair ,cair ini cair,negative,510
512,pdhl tdi Sora lepas ,pdhl tdi sora lepas,negative,510
512,apaan dmg cmn claude doang ,apaan dmg cmn claude saja,negative,510
512,uranus jungler lawak ,uranus jungler lawak,positive,510
512,nt ,nice try,positive,510
512,NT ,nice try,positive,510
513,nt ,nice try,positive,510
513,kamuu cak cosh xephe ,kamuu cak cosh xephe,negative,510
513,xepher cerdas ,xepher cerdas,positive,510
513,nafari out ,nafari out,neutral,510
513,kok Uranus si ,kok uranus si,negative,510
513,nt dah ae ,nice try dah ae,positive,510
513,CUMAN EVOS ,cuman evos,negative,510
513,nt ,nice try,positive,510
513,KO URANUS SIH ,ko uranus sih,negative,510
513,Suren aja laaah ,suren saja laaah,negative,510
513,KALIAN KALO MAIN POSISI KALAH KETIK NT TRUS CLOSE GAMENYA KAH? ,kalian kalau main posisi kalah ketik nice try terus close gamenya kah,negative,510
513,xeper ,xeper,negative,510
514,nt ,nice try,positive,510
514,ko delwyn menunggu ae ,ko delwyn menunggu ae,neutral,510
514,harapan claude ,harapan claude,neutral,510
514,NT AE ,nice try ae,positive,510
514,AE juara ,ae juara,positive,510
514,nt ,nice try,positive,510
514,ae pulang bot ,ae pulang buruk,negative,510
514,#CUMANWVOS ,cumanwvos,negative,510
514,selamat datang bapak lord ,selamat datang bapak lord,neutral,510
514,yook pulang yok ,yook pulang ayo,neutral,510
514,ini ma emang sengaja kalah ego. Uranus janggel berat lah ,ini ma memang sengaja kalah ego uranus janggel berat lah,negative,510
514,BERAT HILDA DI SINI ,berat hilda di sini,positive,510
514,nt alter ego ,nice try alter ego,positive,510
514,nt ae ,nice try ae,positive,510
515,agag lain ,agag lain,negative,510
515,sirene aku udah ,sirene saya sudah,neutral,510
515,MAFIA MLBB ,mafia mlbb,negative,510
515,MENDING CLOD HYPER URANUS GOLD ,mending clod hyper uranus gold,neutral,510
515,pulang aja ae ,pulang saja ae,negative,510
515,xeper GK bisa nge draft ,xeper tidak bisa nge draft,negative,510
516,nt ae ,nice try ae,positive,510
516,dah lahh jelas AE kalah ,dah lahh jelas ae kalah,negative,510
516,kalah ini kudanya di lepas ,kalah ini kudanya di lepas,negative,510
517,nt ,nice try,positive,510
517,URANUS ?????? ,uranus,neutral,510
517,NT inimah ,nice try inimah,positive,510
517,nt ae ,nice try ae,positive,510
517,udahlahb ,udahlahb,negative,510
517,nt nt ,nice try nice try,positive,510
517,ko kepikiran uranus hyper ,ko kepikiran uranus hyper,negative,510
517,xepher mabok cubung ,xepher mabok cubung,negative,510
517,salah pick ,salah pick,negative,510
517,turu ,turu,positive,510
517,NT NT ,nice try nice try,positive,510
517,DARI SEKIAN BANYAKNYA HERO NGAPAIN JUNG URANUS ANJG ,dari sekian banyaknya hero ngapain jung uranus astaga,neutral,510
517,Cair nih cair ,cair ini cair,negative,510
517,"langsung saja, king AE pulang ",langsung saja king ae pulang,neutral,510
518,#CUMAEVOSJUARADUNIA#FAKTA ,cumaevosjuaraduniafakta,neutral,510
518,nt ,nice try,positive,510
518,URANUS JUNGLE?? WE LOSE  ,uranus jungle we lose,neutral,510
518,SKENARIO XEPHERRRRR ,skenario xepherrrrr,negative,510
518,BUBAR BUBAR ,bubar bubar,negative,510
518,NT ,nice try,positive,510
518,#evosroar #evosm1championship ,evosroar evosm1championship,neutral,510
518,kalah aja udah AE ,kalah saja sudah ae,negative,510
518,#cumaevos ,cumaevos,negative,510
518,troll xeper ,troll xeper,negative,510
519,"FILIPINA NIH BOS, BUKAN KALENG SARDEN, BUKAN INDOBOT ",filipina ini bos bukan kaleng sarden bukan indobot,negative,510
519,ayam ,ayam,negative,510
519,xepher magic ,xepher magic,positive,510
519,Ae loseee ,ae loseee,negative,510
519,ae pulang ,ae pulang,negative,510
519,hahahahaha ,hahahahaha,positive,510
519,dyrot thamuz emak kann ,dyrot thamuz emak kann,positive,510
519,BERAT HILDA DI SINI ,berat hilda di sini,positive,510
519,nt lah ae ,nice try lah ae,positive,510
520,nt ae ,nice try ae,positive,510
520,KENAPA HARUS URANUSSS JUNGLERRR !!!!! ,kenapa harus uranusss junglerrr,negative,510
520,apa yg dipikirkan xepher ,apa yang dipikirkan xepher,neutral,510
520,ae gak mungkin menang ,ae tidak mungkin menang,negative,510
520,kocak emang ,kocak memang,positive,510
520,binggung dri semua hero malah uranus ,binggung dari semua hero malah uranus,negative,510
520,jelek aman draft ny ,jelek aman draft ny,negative,510
520,gemplaynya nabrak heronya kek kntl ,gemplaynya nabrak heronya seperti kata kasar,negative,510
521,Xepher out ganti nafari ,xepher out ganti nafari,neutral,510
521,NT ,nice try,positive,510
521,pulang pulang ,pulang pulang,positive,510
521,surend aja ,surend saja,neutral,510
521,"drafff epicccc , anehhh ",drafff epicccc anehhh,negative,510
521,kenapaaa laah bginiiiii picknyaa xepheerrrrrrrrrr ,kenapaaa laah bginiiiii picknyaa xepheerrrrrrrrrr,negative,510
521,gk f ,tidak f,negative,510
521,Kenapadah draftnya cokk ,kenapadah draftnya cokk,negative,510
521,setibgan ,setibgan,positive,510
521,NT ,nice try,positive,510
521,"setidaknya lebih melawan dibandingkan onic id,,,gg AE apapun hasilnya ",setidaknya lebih melawan dibandingkan onic idgg ae apapun hasilnya,negative,510
521,maaf maaf terus endingnya wkwkw maaf koo ,maaf maaf terus endingnya wkwkw maaf koo,negative,510
521,knp ga alice aj mlh uranus ,kenapa tidak alice saja mlh uranus,negative,510
521,ae aelah ,ae aelah,negative,510
521,apaan draf ini coo ,apaan draf ini coo,negative,510
521,surenn draft gk.jls ,surenn draft gkjls,neutral,510
521,ITU ARFY JUGA SUSAH DI BAWAH ,itu arfy juga susah di bawah,negative,510
522,jir lh Uranus jung ,jir lh uranus jung,neutral,510
522,xhaprr out ,xhaprr out,neutral,510
522,dmg e dr mana ,dmg e dari mana,negative,510
522,jung uranusss ,jung uranusss,positive,510
522,kasian jangan nangis nino ,kasian jangan nangis nino,negative,510
522,nt indo ,nice try indo,positive,510
522,URANUS ?????? ,uranus,neutral,510
522,ae kalah ,ae kalah,negative,510
522,lol malah uranus blok ,haha malah uranus blok,negative,510
522,Di bayar berapa pelatih AE troll ,di bayar berapa pelatih ae troll,negative,510
522,#cumaevos ,cumaevos,negative,510
522,uranus tu hero exp kocakkkk ,uranus itu hero exp kocakkkk,positive,510
522,draf apaan cuk ,draf apaan cuk,negative,510
522,draft kocak ,draft kocak,positive,510
522,percaya coach aja sih ,percaya coach saja sih,positive,510
522,arfy bli seahelbert dong ,arfy bli seahelbert dong,neutral,510
523,NT ae pulang ,nice try ae pulang,positive,510
523,"draft ga jelas, draft terkocak di m7 ",draft tidak jelas draft terkocak di m7,negative,510
523,goblok lepas leomord ,bodoh lepas leomord,negative,510
523,Cair cair ,cair cair,positive,510
523,malu maluin  ,malu maluin,negative,510
523,lawakk ,lawakk,positive,510
523,kurang damage dahh ,kurang damage dahh,negative,510
523,walaupun kalah tetap semangat AE ,walaupun kalah tetap semangat ae,positive,510
523,lihat draf ampun dah ae . pu ,lihat draf ampun dah ae pu,negative,510
524,Fix ph vs ph ini ,fix ph vs ph ini,neutral,510
524,MAKAN TUH NGIDE ANJ ,makan itu ngide astaga,negative,510
524,pulang pulang ,pulang pulang,positive,510
524,yasuke mulyono ,yasuke mulyono,neutral,510
524,banyak hero kenpa uranus ,banyak hero kenpa uranus,positive,510
524,BERAT HILDA DI SINI ,berat hilda di sini,positive,510
524,SAYONARA AE ,sayonara ae,negative,510
524,xepher2 ,xepher2,negative,510
524,siapa yang bilang xepher satu langkah lebih maju? wkwkwk makan tuh ,siapa yang bilang xepher satu langkah lebih maju haha makan itu,negative,510
525,lucu draftny ,lucu draftny,positive,510
525,NT² KALAH EARLY ,nice try kalah early,positive,510
525,Draf gg ,draf good game,positive,510
525,Bisa” uranus wkwk ,bisa uranus haha,negative,510
526,"KENAPA LEOMORD DILEPASSS AJGG??UDAH TAU HERO POWER NYA TLPH ITU,GENGSI BUAT BAN KAH?? ",kenapa leomord dilepasss ajggudah tau hero power nya tlph itugengsi untuk ban kah,negative,510
526,draft kok gini..? ,draft kok gini,negative,510
526,LESSSGOOOOO AE ,lesssgooooo ae,negative,510
526,nt indo ,nice try indo,positive,510
526,mending hilda yg jung ga sih ,mending hilda yang jung tidak sih,negative,510
526,sebanyak itu hero op kok Uranus sih ,sebanyak itu hero op kok uranus sih,negative,510
526,bubar bubar kalah ,bubar bubar kalah,negative,510
526,"jgn nyalahin pkayer,draft nya yg nentuin xepher,gaje emg xepher ",jangan nyalahin pkayerdraft nya yang nentuin xephergaje memang xepher,negative,510
526,makan tuh tetanus HYPER ,makan itu tetanus hyper,negative,510
526,ANEH NI ,aneh ini,negative,510
526,plggg ,plggg,negative,510
526,what uranus ,what uranus,positive,510
527,game penentuan malah pick uranus ,game penentuan malah pick uranus,negative,510
527,"udah pulang aja ae, jn berharap bisa menang dahh ",sudah pulang saja ae jn berharap bisa menang dahh,negative,510
527,pasif aktif ,pasif aktif,negative,510
527,AE gajelas ,ae gajelas,negative,510
527,udalah' pulang ajaa ,udalah pulang ajaa,negative,510
527,nt nt nt ,nice try nice try nice try,positive,510
527,mending kumar jit ,mending kumar jit,negative,510
527,adi out ,adi out,neutral,510
527,#cumaevos ,cumaevos,negative,510
527,hujat xeper oon ,hujat xeper oon,negative,510
527,xepher OUT ,xepher out,negative,510
527,hero lain banyak dah ,hero lain banyak dah,positive,510
527,pulang ,pulang,positive,510
527,pulang aja dah ,pulang saja dah,negative,510
528,nt nt nt nt ,nice try nice try nice try nice try,positive,510
528,draf apaan ajg ae ,draf apaan ajg ae,negative,510
528,NT AE ,nice try ae,positive,510
528,ALTER EGO GO GO GO HOME ,alter ego go go go home,neutral,510
528,draft ngaco ,draft ngaco,negative,510
528,ksn masih ada thamuz ,ksn masih ada thamuz,neutral,510
528,nt nt ,nice try nice try,positive,510
528,kenapa pick hilda sih ga guna ,kenapa pick hilda sih tidak guna,negative,510
528,nt udah ,nice try sudah,positive,510
528,knp Uranus pas game terakhir gni.. ,kenapa uranus pas game terakhir gni,neutral,510
528,g jelas pick jung nya ,tidak jelas pick jung nya,negative,510
529,NT² KALAH EARLY ,nice try kalah early,positive,510
529,uranus hyper njir ,uranus hyper njir,negative,510
529,ae pulang ,ae pulang,negative,510
529,berat nih Erly udah kalah ,berat ini erly sudah kalah,negative,510
529,pulang pulang ,pulang pulang,positive,510
529,draft untuk pulang ,draft untuk pulang,neutral,510
529,nt udah ,nice try sudah,positive,510
529,sheeesh. ,sheeesh,positive,510
530,Kenapa draft nya begitu si ae  ,kenapa draft nya begitu si ae,negative,510
530,GAJELAS GINI WOK ,gajelas gini wok,negative,510
530,"NT AE, terimakasih sudah menghibur ",nice try ae terimakasih sudah menghibur,positive,510
530,kocak uranus ,kocak uranus,positive,510
530,NT NTNT ,nice try ntnt,positive,510
530,Draf rusak ,draf rusak,negative,510
530,#evosroar #evosm1championship ,evosroar evosm1championship,neutral,510
530,percaya coach aja sih ,percaya coach saja sih,positive,510
530,draft nya berani bgt ,draft nya berani banget,positive,510
530,yahh Uranus jadi jungle gak jelas ,yahh uranus jadi jungle tidak jelas,negative,510
530,SAY GOODBYE TO ALTER EGO ,say goodbye to alter ego,neutral,510
530,AE lagi ngantuk ,ae lagi ngantuk,negative,510
531,sayonara ,sayonara,positive,510
531,"nt, kalah draft ",nice try kalah draft,positive,510
531,hero tebel di junggle jg banyal ,hero tebel di junggle juga banyal,positive,510
531,"bwa ke late game 3 bnteng dpan enak bnget prihit buat zuxin sama clode,udah pasti saveg nih di latgame ",bwa ke late game 3 bnteng dpan enak bnget prihit untuk zuxin sama clodeudah pasti saveg ini di latgame,positive,510
531,NT ,nice try,positive,510
531,xepher dapat suap ,xepher dapat suap,negative,510
531,serius uranus??? ,serius uranus,negative,510
531,draf kocak ,draf kocak,positive,510
531,ya Allah tolongin ae ,ya allah tolongin ae,negative,510
531,"hilda rom aja udh aneh, malah nambah2 wkwkwk ",hilda rom saja sudah aneh malah nambah2 haha,negative,510
531, Nt ,nice try,positive,510
531,hidup ae ,hidup ae,negative,510
531,aduhhhh kalah ini mah ,aduhhhh kalah ini mah,negative,510
531,Uranus jungler jir ,uranus jungler jir,neutral,510
531,nggk enak di tonton ,nggk enak di tonton,negative,510
532,kacauuu ,kacauuu,negative,510
532,Uranus? ,uranus,neutral,510
532,BUKA PENGATURAN !!! ,buka pengaturan,neutral,510
532,draft apa ini anj ,draft apa ini astaga,negative,510
532,bismillah AE menang AAMIIN YA ALLAH ,semoga ae menang aamiin ya allah,positive,510
532,pasti yg milih coach adi ,pasti yang milih coach adi,positive,510
533,nt ae ,nice try ae,positive,510
533,TLPH VS SRG ,tlph vs srg,neutral,510
533,uranus kocak ,uranus kocak,positive,510
534,dibayar berapa sama tl? ,dibayar berapa sama tl,negative,510
